final_cash,total_borrow,total_invest,objective,scenario
5000000.0,4876020.9,364542.971,-46937.494145,499
5000000.0,4991803.3,385126.77346,-47992.39913269999,500
5000000.0,4957017.0,217523.5727,-48482.552136499995,501
5000000.0,4956495.2,292753.07038,-48101.1866481,502
5000000.0,5004678.9,475399.796,-47669.79002000001,503
5000000.0,4936690.2,648622.176,-46123.79112000001,504
5000000.0,5024874.739,206593.694,-49215.778920000004,505
5000000.0,4978938.8,310823.004,-48235.27298,506
5000000.0,4988136.625,360016.732,-48081.282589999995,507
5000000.0,4940164.2,241617.27539,-48193.55562305,508
5000000.0,4968200.4,455096.633,-47406.52083500001,509
5000000.0,4914196.5,385694.34934,-47213.493253299996,510
5000000.0,4967533.1,316896.5561,-48090.848219499996,511
5000000.0,5033206.228,387261.266,-48395.755950000006,512
5000000.0,4991837.8,221298.39209,-48811.886039549994,513
5000000.0,4929381.5,265022.67100000003,-47968.70164500001,514
5000000.0,4942988.5,396468.1365,-47447.5443175,515
5000000.0,4972834.0,313886.861,-48158.905695,516
5000000.0,4967924.2,364565.7474,-47856.413263,517
5000000.0,4956928.3,285688.7142,-48140.83942900001,518
5000000.0,5014557.3,489902.945,-47696.058274999996,519
5000000.0,4939177.0,408955.855,-47346.990725,520
5000000.0,4986291.7,500497.227,-47360.430865,521
5000000.0,4978470.3,495211.93700000003,-47308.643315,522
5000000.0,4928899.3,398070.864,-47298.638680000004,523
5000000.0,4992191.7,297173.431,-48436.049845,524
5000000.0,4938051.6,300398.54600000003,-47878.52327,525
5000000.0,4964380.8,401801.663,-47634.79968499999,526
5000000.0,4996485.1,273417.23199999996,-48597.764839999996,527
5000000.0,4978500.7,439693.463,-47586.53968500001,528
5000000.0,5012517.4,82407.248,-49713.137760000005,529
5000000.0,5015415.9,417472.43637,-48066.79681815001,530
5000000.0,4946766.5,242839.69999999998,-48253.46650000001,531
5000000.0,4931622.5,360239.44346000004,-47515.027782699995,532
5000000.0,5048537.4,441608.497,-48277.331515000005,533
5000000.0,4941923.3,409549.677,-47371.484615,534
5000000.0,4925762.8,506066.027,-46727.29786499999,535
5000000.0,4998101.813,243096.83299999998,-48765.533965,536
5000000.0,4928774.6,398271.994,-47296.386029999994,537
5000000.0,4931807.6,457983.738,-47028.15731,538
5000000.0,5014237.6,544629.161,-47419.230195,539
5000000.0,4979528.7,209368.85,-48748.44275,540
5000000.0,4974790.0836000005,449752.225,-47499.139711,541
5000000.0,4975047.5,362975.2083,-47935.59895849999,542
5000000.0,5036179.3,439937.385,-48162.106074999996,543
5000000.0,4965487.9,475328.68200000003,-47278.235590000004,544
5000000.0,4985331.3,661208.2409,-46547.27179550001,545
5000000.0,4972504.9,482187.5678,-47314.11116100001,546
5000000.0,5000834.2,397107.68399999995,-48022.80358000001,547
5000000.0,4894849.5,389797.0714,-46999.509643,548
5000000.0,5034446.4,393997.061,-48374.478695000005,549
5000000.0,4962958.2,568629.563,-46786.434185,550
5000000.0,5075601.2,407955.52,-48716.2344,551
5000000.0,4974120.3,478106.898,-47350.66851,552
5000000.0,5006399.3,428813.945,-47919.923274999994,553
5000000.0,4943033.866,370255.089,-47579.063215,554
5000000.0,4937424.7,628379.775,-46232.348125,555
5000000.0,4913353.3,531636.931,-46475.348345,556
5000000.0,4961304.8,250455.432,-48360.770840000005,557
5000000.0,4951462.8,210096.662,-48464.14468999999,558
5000000.0,4983697.9,462574.203,-47524.107985,559
5000000.0,4916977.3,398653.23339999997,-47176.50683300001,560
5000000.0,4951599.3,205518.0547,-48488.402726500004,561
5000000.0,4991528.6,338790.7922,-48221.33203899999,562
5000000.0,4974800.6,360421.6919,-47945.897540499995,563
5000000.0,4989309.3,438764.5469,-47699.27026550001,564
5000000.0,4918796.79,210168.039,-48137.12770500001,565
5000000.0,4905972.9,218782.489,-47965.816555000005,566
5000000.0,5022809.1,242599.9263,-49015.091368500005,567
5000000.0,5018907.4,267213.1014,-48853.00849300001,568
5000000.0,5039137.8440000005,128418.799,-49749.284445,569
5000000.0,5037066.4,508431.1509,-47828.508245499994,570
5000000.0,5014254.4,333256.042,-48476.26379,571
5000000.0,5002622.3,232211.2077,-48865.1669615,572
5000000.0,4978249.1,218446.384,-48690.25907999999,573
5000000.0,4987792.4,324713.916,-48254.35442,574
5000000.0,4957346.0,380358.31799999997,-47671.66840999999,575
5000000.0,4968559.7,405769.075,-47656.751625000004,576
5000000.0,5000442.3,338965.80419999996,-48309.593979,577
5000000.0,4992340.9,272451.913,-48561.14943500001,578
5000000.0,4989894.6,345808.1875,-48169.905062499995,579
5000000.0,4913781.6,332638.816,-47474.62192,580
5000000.0,5007253.0,465164.23099999997,-47746.708844999994,581
5000000.0,4979613.7,537798.879,-47107.142605,582
5000000.0,5087615.9969999995,400532.257,-48873.498685,583
5000000.0,4932907.6,428120.554,-47188.473229999996,584
5000000.0,4991537.963,221102.6542,-48809.86635900001,585
5000000.0,5014383.6397,123925.61799999999,-49524.20830699999,586
5000000.0,4956215.4,418796.1486,-47468.173257,587
5000000.0,5022786.0,317561.94299999997,-48640.050285000005,588
5000000.0,5006733.3,460061.7511,-47767.0242445,589
5000000.0,4970849.324,327341.794,-48071.784270000004,590
5000000.0,4985434.7,518995.654,-47259.36873000001,591
5000000.0,4949651.6,384945.006,-47571.790969999995,592
5000000.0,4910042.7,533718.8012,-46431.832994,593
5000000.0,5001652.0,350240.58869999996,-48265.317056500004,594
5000000.0,4943285.3,289138.53109999996,-47987.1603445,595
5000000.0,4982076.9,477920.986,-47431.164070000006,596
5000000.0,4935545.7,465411.7997,-47028.39800149999,597
5000000.0,5006254.0,363257.187,-48246.254065,598
5000000.0,4905231.2,509261.796,-46506.003020000004,599
5000000.0,4934093.3,426184.557,-47210.010214999995,600
5000000.0,4981053.4,382432.453,-47898.37173500001,601
5000000.0,5006291.4,478604.256,-47669.89272000001,602
5000000.0,4956603.4,567599.255,-46728.03772500001,603
5000000.0,4941769.9,463390.34,-47100.74730000002,604
5000000.0,4929669.9,446115.9488,-47066.11925600001,605
5000000.0,4960148.2,195413.131,-48624.416345000005,606
5000000.0,4999830.7,316722.3554,-48414.695222999995,607
5000000.0,4977579.7,448428.96,-47533.65220000002,608
5000000.0,5030537.4,236702.456,-49121.86172,609
5000000.0,4977522.4,348143.7204,-48034.505398,610
5000000.0,5014314.3,532467.428,-47480.80586,611
5000000.0,4995339.8,350290.02,-48201.94790000001,612
5000000.0,4947365.8,283802.905,-48054.643475,613
5000000.0,5009937.6,377653.3085,-48211.109457499995,614
5000000.0,4975696.1,385168.24199999997,-47831.11979,615
5000000.0,5068010.861,285214.3576,-49254.03682199999,616
5000000.0,5004137.2,407350.362,-48004.62019,617
5000000.0,5038068.0,394223.2352,-48409.563824,618
5000000.0,4997409.3,277322.6593,-48587.47970350001,619
5000000.0,4938094.7,607411.753,-46343.888235,620
5000000.0,4973616.7,283791.924,-48317.20738,621
5000000.0,5004087.8,406331.4739,-48009.2206305,622
5000000.0,4982415.0381,146984.96899999998,-49089.225536,623
5000000.0,4961943.4,246256.0595,-48388.15370250001,624
5000000.0,5031187.3,306371.8221,-48780.013889500005,625
5000000.0,5019663.5,383234.782,-48280.46109,626
5000000.0,4963903.0,436458.746,-47456.73627,627
5000000.0,4955342.6,382885.69,-47638.99755,628
5000000.0,4984079.1,466570.944,-47507.93628,629
5000000.0,5033836.7,565377.0216,-47511.481892,630
5000000.0,4963653.9,483429.509,-47219.391455000004,631
5000000.0,5011748.7,615172.409,-47041.624955,632
5000000.0,4932860.7,510435.343,-46776.43028500001,633
5000000.0,5027038.8,371369.794,-48413.53903,634
5000000.0,5003844.2,351437.161,-48281.25619500001,635
5000000.0,5014618.7,406638.282,-48112.995590000006,636
5000000.0,4975359.9,386940.63300000003,-47818.895835,637
5000000.0,5005911.1,451153.16140000004,-47803.345192999994,638
5000000.0,4960115.9,463807.39917999995,-47282.122004100005,639
5000000.0,5001390.904999999,281244.7397,-48607.6853515,640
5000000.0,4951335.7,352099.619,-47752.85890500001,641
5000000.0,4953393.4,434178.328,-47363.04236000001,642
5000000.0,4912191.5,285020.507,-47696.812465,643
5000000.0,4950403.6,296354.384,-48022.26408,644
5000000.0,4978712.6,405200.072,-47761.12563999999,645
5000000.0,4909128.7,308379.411,-47549.38994500001,646
5000000.0,5030348.739,294746.23709999997,-48829.7562045,647
5000000.0,5012509.9,692766.088,-46661.26856,648
5000000.0,4956412.7769,598766.084,-46570.29734899999,649
5000000.0,4949730.1,410528.37911,-47444.65910445,650
5000000.0,4942311.3,235989.6979,-48243.16451049999,651
5000000.0,4938315.8,379570.46785,-47485.30566075,652
5000000.0,4942109.9,461968.027,-47111.25886500001,653
5000000.0,4962361.6,304450.112,-48101.365439999994,654
5000000.0,4948461.2,509588.23,-46936.67085,655
5000000.0,4975278.8,234585.3698,-48579.861151,656
5000000.0,4950809.3,448184.04000000004,-47267.17280000001,657
5000000.0,5002270.1,193490.9246,-49055.24637700001,658
5000000.0,4943180.5,365956.081,-47602.024595,659
5000000.0,5002079.3,280160.784,-48619.98908000001,660
5000000.0,4982002.816000001,265839.198,-48490.83217,661
5000000.0,4985791.6,318922.63340000005,-48263.302833,662
5000000.0,5037730.7,539893.627,-47677.83886500001,663
5000000.0,4968894.5,307309.087,-48152.39956500001,664
5000000.0,4982308.7,403376.294,-47806.20552999999,665
5000000.0,4952441.3,505654.11,-46996.14244999999,666
5000000.0,4985327.3,545160.6693,-47127.469653500004,667
5000000.0,4984762.8,457614.782,-47559.554090000005,668
5000000.0,4964598.3,479481.564,-47248.57517999999,669
5000000.0,4933947.2,499762.56799999997,-46840.659159999996,670
5000000.0,4958356.8,568704.461,-46740.045695,671
5000000.0,4952133.5,267411.461,-48184.277695,672
5000000.0,4894191.7,331777.24,-47283.03080000001,673
5000000.0,4985857.6,344544.571,-48135.853145,674
5000000.0,4992334.7,382109.256,-48012.80072,675
5000000.0,4976979.4,393916.755,-47800.210225,676
5000000.0,4951897.7,130243.361,-48867.76019500001,677
5000000.0,4954141.4,316700.5141,-47957.91142950001,678
5000000.0,5011684.4,408598.371,-48073.852145000004,679
5000000.0,4966544.7,411549.06320000003,-47607.701684,680
5000000.0,5021068.6,321282.388,-48604.274059999996,681
5000000.0,4905488.9,346219.346,-47323.792270000005,682
5000000.0,4998230.1,395593.6352,-48004.332824000005,683
5000000.0,4968758.3,338532.33298,-47994.92133510001,684
5000000.0,4945108.9,264410.339,-48129.037305,685
5000000.0,5007915.3,651192.607,-46823.189965000005,686
5000000.0,4981852.938999999,199183.5699,-48822.6115405,687
5000000.0,4987906.3,362235.989,-48067.883055,688
5000000.0,4980479.7147,271893.629,-48445.329002,689
5000000.0,4969389.7,326925.904,-48059.26748000002,690
5000000.0,5053411.3755,291290.038,-49077.663564999995,691
5000000.0,4947185.0,369600.90499999997,-47623.845475,692
5000000.0,4957838.5,512194.11,-47017.414450000004,693
5000000.0,5002295.5,249767.41509999998,-48774.1179245,694
5000000.0,4996990.7,556543.455,-47187.18972500001,695
5000000.0,4967976.1,344939.582,-47955.063089999996,696
5000000.0,5004744.7,522591.47,-47434.489649999996,697
5000000.0,4911975.6,464107.066,-46799.22066999999,698
5000000.0,4952847.4,401963.516,-47518.65642000001,699
5000000.0,5006675.8,482353.918,-47654.98841000001,700
5000000.0,4991487.8,427540.1963,-47777.177018500006,701
5000000.0,5019695.7,559120.9899,-47401.3520505,702
5000000.0,4977699.1,542176.084,-47066.11058,703
5000000.0,5013401.8,308288.93,-48592.57335,704
5000000.0,4983671.4,453910.069,-47567.163655000004,705
5000000.0,4997743.6,251575.79200000002,-48719.55704,706
5000000.0,5023312.6,450642.01900000003,-47979.915904999994,707
5000000.0,4989622.2,354097.435,-48125.73482500001,708
5000000.0,4998600.6,261345.59756,-48679.2780122,709
5000000.0,4998025.004000001,259892.682,-48680.78663000001,710
5000000.0,4958233.7,476782.34849999996,-47198.4252575,711
5000000.0,5010987.1,272344.804,-48748.146980000005,712
5000000.0,4942284.2,380636.4337,-47519.6598315,713
5000000.0,4953772.8,350504.048,-47785.20776,714
5000000.0,4979314.3,193612.387,-48825.081065,715
5000000.0,5019164.5,479377.167,-47794.759165,716
5000000.0,4981542.8,424370.52499999997,-47693.57537500001,717
5000000.0,4995453.7,355852.7631,-48175.27318450001,718
5000000.0,4994217.468,408206.57899999997,-47901.141785,719
5000000.0,4982237.9,262907.3773,-48507.84211350001,720
5000000.0,5011454.5,331041.76300000004,-48459.336185,721
5000000.0,4954416.6,533027.2459999999,-46879.029769999994,722
5000000.0,4985987.1,483484.07999999996,-47442.4506,723
5000000.0,4992459.7,442190.2646,-47713.64567700001,724
5000000.0,4993913.546,98228.824586,-49447.99133707001,725
5000000.0,4989832.1,399131.06200000003,-47902.66569,726
5000000.0,5012298.7,215723.96600000001,-49044.36717,727
5000000.0,4975484.3,400818.493,-47750.750535,728
5000000.0,4940022.7,499202.756,-46904.213220000005,729
5000000.0,4974810.8,475715.055,-47369.532725,730
5000000.0,4947756.3,674510.2551,-46105.0117245,731
5000000.0,5002864.7683,234566.1179,-48855.817093499994,732
5000000.0,4949774.7,355414.213,-47720.675935,733
5000000.0,4972863.8,318629.341,-48135.491295,734
5000000.0,4948432.6,346237.143,-47753.140285,735
5000000.0,4930083.03,361087.2385,-47495.3941075,736
5000000.0,4976820.9,519092.67600000004,-47172.74562000001,737
5000000.0,4960771.3,505507.89999999997,-47080.17349999999,738
5000000.0,4969047.8,568344.53,-46848.75535,739
5000000.0,5007821.6,324668.3801,-48454.874099500004,740
5000000.0,4966975.8,409691.68,-47621.299600000006,741
5000000.0,4932963.8,481408.63,-46922.59485000001,742
5000000.0,4955920.8,302551.112,-48046.45244,743
5000000.0,4980570.5,463374.009,-47488.834955000006,744
5000000.0,4966152.5,364982.143,-47836.614285,745
5000000.0,5021705.0,384247.461,-48295.81269500001,746
5000000.0,4921017.3,391195.313,-47254.196435,747
5000000.0,5013664.9,564193.839,-47315.67980500001,748
5000000.0,4972477.3,464794.41500000004,-47400.800925,749
5000000.0,4959789.8568,393330.1281,-47631.24792749999,750
5000000.0,4886566.1,493933.326,-46395.99437,751
5000000.0,5061301.1,452141.863,-48352.301685000006,752
5000000.0,4958968.9,461281.5094,-47283.28145300001,753
5000000.0,5001530.3,474133.795,-47644.634025,754
5000000.0,4956192.5,279094.7174,-48166.451413,755
5000000.0,5006525.4,480505.09400000004,-47662.72853000001,756
5000000.0,4980407.5,374701.362,-47930.56819,757
5000000.0,5001192.7,420730.826,-47908.27287000001,758
5000000.0,4981763.1,331070.078,-48162.28060999999,759
5000000.0,4946942.1,339381.36699999997,-47772.514165,760
5000000.0,4932410.3,690325.0819999999,-45872.47759,761
5000000.0,4994607.6,378494.201,-48053.604995,762
5000000.0,4982466.2,656525.575,-46542.034125000006,763
5000000.0,4980520.8,246250.79555,-48573.95402225,764
5000000.0,5003116.2,335820.771,-48352.058145,765
5000000.0,4997961.0,266003.113,-48649.594435,766
5000000.0,4900020.4,471834.335,-46641.03232500001,767
5000000.0,4929972.2,617112.407,-46214.159965,768
5000000.0,4926812.7,359828.525,-47468.98437499999,769
5000000.0,5006358.4,271794.113,-48704.61343500001,770
5000000.0,4974148.9,240802.535,-48537.476325,771
5000000.0,4929654.3,404929.597,-47271.895015,772
5000000.0,5028611.9,344525.475,-48563.491625,773
5000000.0,5002470.004000001,303838.595,-48505.507065000005,774
5000000.0,5040506.2,366380.088,-48573.16156000001,775
5000000.0,4995104.9,352896.293,-48186.56753500002,776
5000000.0,4994230.1,454976.463,-47667.41868499999,777
5000000.0,4934391.2,475412.034,-46966.851830000014,778
5000000.0,4942819.7,453468.788,-47160.85306,779
5000000.0,4976643.3,412064.576,-47706.11012,780
5000000.0,4960106.2,540530.735,-46898.40832500001,781
5000000.0,5084613.424,186959.7291,-49911.3355945,782
5000000.0,4935798.8,380918.981,-47453.393095,783
5000000.0,4964874.1,655018.296,-46373.64951999999,784
5000000.0,5007620.3,533655.073,-47407.927635,785
5000000.0,5019789.487,312351.25200000004,-48636.13860999999,786
5000000.0,5056868.7,703270.439,-47052.334805000006,787
5000000.0,4975632.5,335211.448,-48080.26776,788
5000000.0,4941020.3,393661.263,-47441.89668500001,789
5000000.0,5031624.6,296261.0797,-48834.9406015,790
5000000.0,4946987.5,388260.994,-47528.570029999995,791
5000000.0,4925393.9,324038.35199999996,-47633.74724,792
5000000.0,4971927.4,516213.624,-47138.205880000016,793
5000000.0,4967414.4,321842.26,-48064.932700000005,794
5000000.0,4955964.6,408911.247,-47515.089765000004,795
5000000.0,5001201.3,459343.054,-47715.29773,796
5000000.0,4950955.4,439328.579,-47312.911105,797
5000000.0,4990449.4,503602.609,-47386.480955000006,798
5000000.0,5027498.960399999,326484.884,-48642.565184000014,799
5000000.0,4960088.7,377993.435,-47710.919825,800
5000000.0,4984736.9,479491.69999999995,-47449.91050000001,801
5000000.0,4991136.4,620967.408,-46806.52696,802
5000000.0,4993726.9,516684.9686,-47353.84415700001,803
5000000.0,4967189.8,302906.4101,-48157.3659495,804
5000000.0,4945182.6,359770.685,-47652.97257500001,805
5000000.0,5001168.5,432224.86364,-47850.5606818,806
5000000.0,4904447.5,296468.778,-47562.131109999995,807
5000000.0,4984634.8,549437.346,-47099.16127,808
5000000.0,4967955.3,318574.88,-48086.6786,809
5000000.0,5030774.1,350194.69299999997,-48556.76753499999,810
5000000.0,4983979.3,286579.826,-48406.89386999999,811
5000000.0,4909931.5,229441.383,-47952.10808499999,812
5000000.0,4963944.3,484428.921,-47217.298395000005,813
5000000.0,5001488.0,575265.08,-47138.55460000001,814
5000000.0,4958891.3,318291.81200000003,-47997.45394000001,815
5000000.0,4995104.229,181817.177,-49041.956405,816
5000000.0,4988739.0,237210.239,-48701.33880499999,817
5000000.0,4967063.1,400819.621,-47666.532895,818
5000000.0,4938750.2,308392.5806,-47845.539097000015,819
5000000.0,5005539.7,197897.74670000002,-49065.9082665,820
5000000.0,5014878.1,518230.377,-47557.629114999996,821
5000000.0,4968286.7,523789.671,-47063.918645000005,822
5000000.0,4949091.5,316180.988,-47910.01006,823
5000000.0,4957185.3,397210.12,-47585.8024,824
5000000.0,5045231.3,455276.357,-48175.931215000004,825
5000000.0,4991071.5,373459.6084,-48043.41695800001,826
5000000.0,4943283.8,532330.963,-46771.183184999994,827
5000000.0,4947977.3,264435.3527,-48157.5962365,828
5000000.0,4975449.7,444686.584,-47531.064080000004,829
5000000.0,4947268.1,293450.5003,-48005.428498500005,830
5000000.0,5026994.577699999,371638.946,-48411.75104699999,831
5000000.0,5028285.3,328664.111,-48639.532445000004,832
5000000.0,5018859.5,373699.037,-48320.099815,833
5000000.0,5038741.2,362107.678,-48576.87361000001,834
5000000.0,5018308.5,269441.824,-48835.87587999999,835
5000000.0,4969030.7,333357.1826,-48023.521087,836
5000000.0,4901830.4,456883.77999999997,-46733.8851,837
5000000.0,4949843.0,320549.716,-47895.68142,838
5000000.0,5003590.8,335739.456,-48357.210719999995,839
5000000.0,5014568.302,430868.189,-47991.342075,840
5000000.0,4921719.3,450286.3727,-46965.761136500005,841
5000000.0,4957116.8,292304.318,-48109.64641000001,842
5000000.0,5008777.5,358516.596,-48295.192019999995,843
5000000.0,5010940.120800001,220926.88,-49004.766808,844
5000000.0,5020832.015000001,485453.733,-47781.051485,845
5000000.0,5001032.0,503975.624,-47490.44188,846
5000000.0,4983057.3,475106.26800000004,-47455.04166,847
5000000.0,4956823.5,358087.838,-47777.79581,848
5000000.0,5029302.0,354556.472,-48520.23764000001,849
5000000.0,4980439.2,574501.709,-46931.883455,850
5000000.0,5045576.456,112114.6441,-49895.1913395,851
5000000.0,4968887.9,371619.918,-47830.77941000001,852
5000000.0,4933189.7,479861.5334,-46932.58933300001,853
5000000.0,5058295.5,385286.71400000004,-48656.52143,854
5000000.0,4992057.2,410279.452,-47869.174739999995,855
5000000.0,4918094.3,210188.374,-48130.00113,856
5000000.0,4918106.5,473550.526,-46813.31237,857
5000000.0,4941324.4,360000.476,-47613.24162000001,858
5000000.0,4991173.6,387899.487,-47972.238565,859
5000000.0,4947856.9,451200.82,-47222.564900000005,860
5000000.0,4981270.8,384533.95660000003,-47890.038217,861
5000000.0,4932762.2,403906.417,-47308.089915000004,862
5000000.0,4940909.4,501060.342,-46903.792290000005,863
5000000.0,4950566.3,567163.477,-46669.845615000006,864
5000000.0,4986966.9,371745.24017,-48010.942799150005,865
5000000.0,4946686.8,470639.052,-47113.67274,866
5000000.0,5032833.8,274595.48360000004,-48955.36058200001,867
5000000.0,4978608.8,324810.55340000003,-48162.035232999995,868
5000000.0,4999017.4,510398.259,-47438.182705,869
5000000.0,4993059.5,466643.76,-47597.37619999999,870
5000000.0,4973721.1,545884.001,-47007.790994999996,871
5000000.0,4985518.648,294597.8,-48382.19748,872
5000000.0,5030673.0,334594.712,-48633.756440000005,873
5000000.0,5021802.1,390963.627,-48263.202865,874
5000000.0,4927612.1,303113.551,-47760.553244999996,875
5000000.0,4979111.1,308574.028,-48248.24085999999,876
5000000.0,4980928.8,371226.097,-47953.157515,877
5000000.0,5014788.6,496843.43799999997,-47663.66881,878
5000000.0,5029839.7,492438.872,-47836.20264,879
5000000.0,4961742.7930000005,422786.84400000004,-47503.49371000001,880
5000000.0,5028669.3,385157.008,-48360.90796,881
5000000.0,5031307.6,332822.671,-48648.962645,882
5000000.0,4933549.0,44289.5777,-49114.04211149999,883
5000000.0,4982302.5,351222.339,-48066.913305,884
5000000.0,4979524.3,328812.9781,-48151.1781095,885
5000000.0,5034942.0,587433.514,-47412.25243,886
5000000.0,4912127.5,209489.179,-48073.829105,887
5000000.0,4995709.0,249946.0435,-48707.35978250001,888
5000000.0,4997888.6,388372.385,-48037.024074999994,889
5000000.0,4918738.9,237099.1168,-48001.893416000006,890
5000000.0,4959920.9,368167.892,-47758.36954000001,891
5000000.0,5004580.2,403964.976,-48025.97712,892
5000000.0,4926308.5,251168.981,-48007.240095,893
5000000.0,4993219.7,473701.0629,-47563.6916855,894
5000000.0,4970592.7,257826.6505,-48416.7937475,895
5000000.0,5014769.9,405950.173,-48117.94813500001,896
5000000.0,5033387.5,169985.214,-49483.94893,897
5000000.0,4953194.6,404114.614,-47511.37293,898
5000000.0,5011447.2,270577.239,-48761.585805,899
5000000.0,4976297.1,371309.689,-47906.422555,900
5000000.0,4979304.102,434657.14872,-47619.7552764,901
5000000.0,4959388.3,335206.821,-47917.848895,902
5000000.0,4980948.2,264146.6236,-48488.74888200001,903
5000000.0,5033925.4,342796.311,-48625.272445,904
5000000.0,4979858.1,348887.75539999997,-48054.142222999995,905
5000000.0,5015971.535,195306.524,-49183.18272999999,906
5000000.0,4951878.9,597305.4913999999,-46532.261543,907
5000000.0,4993241.0,321936.074,-48322.72963,908
5000000.0,5000598.2,388352.12950000004,-48064.2213525,909
5000000.0,4994394.5,606140.836,-46913.24082,910
5000000.0,4958361.4,332329.257,-47921.967715000006,911
5000000.0,4943079.4,424155.586,-47310.016070000005,912
5000000.0,4952566.7,449968.05,-47275.82675,913
5000000.0,4955437.483,433297.032,-47387.889670000004,914
5000000.0,4972390.6,425911.094,-47594.350529999996,915
5000000.0,4963281.9,547728.718,-46894.17541,916
5000000.0,4980402.5,341032.849,-48098.860755,917
5000000.0,4988049.2,474619.941,-47507.392295,918
5000000.0,4964784.7,442868.257,-47433.50571499999,919
5000000.0,4988064.1,409218.667,-47834.54766499999,920
5000000.0,5027300.5,298902.368,-48778.49316000001,921
5000000.0,4974788.2,295880.299,-48268.48050500001,922
5000000.0,4954100.7,263623.901,-48222.88749500001,923
5000000.0,4978221.0,436599.05,-47599.21475,924
5000000.0,4981553.7,490862.69299999997,-47361.223535000005,925
5000000.0,4904733.8,264268.7487,-47725.9942565,926
5000000.0,4969912.1,553700.284,-46930.61958,927
5000000.0,4934499.6,394604.911,-47371.971445,928
5000000.0,5036502.0,352154.943,-48604.245285000005,929
5000000.0,4961570.9,338182.03242,-47924.7988379,930
5000000.0,5027789.4,582472.2000000001,-47365.53300000001,931
5000000.0,4965338.0,328496.908,-48010.89546000001,932
5000000.0,4970796.9,294739.85599999997,-48234.26972,933
5000000.0,4947766.0,475250.047,-47101.409765,934
5000000.0,4965504.2,221204.741,-48549.018295,935
5000000.0,4955165.6,327219.926,-47915.55637,936
5000000.0,4920447.6,552644.229,-46441.254855,937
5000000.0,4974667.7,559030.409,-46951.52495500001,938
5000000.0,4962859.7,424394.77,-47506.62315000001,939
5000000.0,4970699.0,527056.284,-47071.70858,940
5000000.0,4952752.8,254836.769,-48253.34415499999,941
5000000.0,4992192.8,394621.2141,-47948.8219295,942
5000000.0,4996574.4,367927.558,-48126.10621000001,943
5000000.0,5002312.3,334114.592,-48352.55004,944
5000000.0,4962466.9,330979.742,-47969.77028999999,945
5000000.0,4960229.0,220487.6191,-48499.8519045,946
5000000.0,4935217.5,451875.004,-47092.79998000001,947
5000000.0,5000505.4,375982.11923,-48125.14340385001,948
5000000.0,5004564.1,419522.76,-47948.0272,949
5000000.0,4993415.9,327612.737,-48296.095315000006,950
5000000.0,4974493.2,245710.62,-48516.3789,951
5000000.0,4989646.2,422212.667,-47785.39866499999,952
5000000.0,4983092.2,313735.751,-48262.243245000005,953
5000000.0,4957962.3,507199.352,-47043.62624,954
5000000.0,5045695.2,464268.706,-48135.60847000001,955
5000000.0,5007242.2,536508.133,-47389.881335,956
5000000.0,5003655.8,507640.419,-47498.355905,957
5000000.0,4966686.1,532337.391,-47005.17404499999,958
5000000.0,5007297.362,332049.937,-48412.723935,959
5000000.0,4969518.1,557859.382,-46905.88409,960
5000000.0,4948179.3,738664.399,-45788.47100499999,961
5000000.0,4979680.2,203245.843,-48780.572785,962
5000000.0,4961073.1,302552.233,-48097.969834999996,963
5000000.0,4975805.4,527537.413,-47120.366935000005,964
5000000.0,4944691.5,296648.442,-47963.672790000004,965
5000000.0,4946061.8,463330.629,-47143.964855,966
5000000.0,4947965.9,487284.407,-47043.236965000004,967
5000000.0,5038326.3,434777.322,-48209.37639,968
5000000.0,4942592.3,575767.8136,-46547.083932,969
5000000.0,4933238.3,298362.607,-47840.569965,970
5000000.0,5065572.2,189115.97,-49710.14215,971
5000000.0,4937721.2,375968.24556999997,-47497.37077215,972
5000000.0,4935061.7,405976.538,-47320.73431000001,973
5000000.0,4967600.3,514843.392,-47101.78603999999,974
5000000.0,4985420.6,390022.267,-47904.094665000004,975
5000000.0,4964660.4,289730.536,-48197.95132,976
5000000.0,4966284.9,415243.942,-47586.629290000004,977
5000000.0,5032494.1,252725.964,-49061.311180000004,978
5000000.0,4972770.3,414860.477,-47653.400615,979
5000000.0,4981649.9,511619.2649,-47258.402675499994,980
5000000.0,4950775.9,395069.919,-47532.409405000006,981
5000000.0,4958293.8,330864.2459,-47928.616770500004,982
5000000.0,4985804.456599999,430486.359,-47705.61277099999,983
5000000.0,4969962.775,505903.566,-47170.10992000001,984
5000000.0,4951872.8,358701.769,-47725.219155,985
5000000.0,4969985.2,492108.209,-47239.310955,986
5000000.0,4949656.9,405714.11600000004,-47467.99842,987
5000000.0,4942088.9,506622.166,-46887.77817,988
5000000.0,4975705.4,306640.952524,-48223.84923738,989
5000000.0,5022115.4,73052.97225,-49855.889138750004,990
5000000.0,4969801.2,354031.966,-47927.852170000006,991
5000000.0,4991533.686,207259.3605,-48879.0400575,992
5000000.0,5089886.91,244268.0833,-49677.5286835,993
5000000.0,5040073.1,295251.207,-48924.474965,994
5000000.0,4965909.5,491111.11,-47203.539450000004,995
5000000.0,5004095.0,450982.118,-47786.03941,996
5000000.0,4927778.5,374287.885,-47406.345575,997
5000000.0,4972777.2,464208.01,-47406.73195000001,998
5000000.0,4954764.1411999995,465305.98600000003,-47221.111482,999
